PiS,KO,Lewica,PSL-Kukiz15,Konfederacja,niez.
1.0,1.0,1.0,0.9629629629629629,-0.6,1.0
1.0,1.0,1.0,1.0,1.0,1.0
1.0,0.9921875,1.0,1.0,1.0,1.0
0.991304347826087,1.0,1.0,1.0,0.2222222222222222,1.0
-1.0,0.984251968503937,1.0,1.0,1.0,1.0
-1.0,1.0,1.0,1.0,1.0,1.0
-0.987012987012987,-1.0,-1.0,-1.0,-0.9090909090909091,-1.0
-0.9956709956709957,-0.983739837398374,-0.9555555555555556,-1.0,-1.0,-1.0
1.0,-0.9846153846153847,-1.0,-0.9310344827586207,-1.0,-1.0
-1.0,-0.984375,-1.0,-1.0,-1.0,-1.0
-0.9868421052631579,-0.9689922480620154,-1.0,-1.0,-1.0,-1.0
-0.9694323144104804,-0.9844961240310077,-1.0,-1.0,-1.0,-1.0
-0.9823008849557522,-1.0,-1.0,-1.0,-1.0,-1.0
0.982532751091703,-0.9921259842519685,-1.0,-1.0,-1.0,-1.0
-0.9741379310344828,-1.0,-0.9787234042553191,-1.0,-1.0,-1.0
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
0.9264069264069265,-1.0,-1.0,-1.0,-1.0,-1.0
0.9913793103448276,-1.0,-1.0,-1.0,0.0,-1.0
-0.9741379310344828,-1.0,-1.0,-1.0,-1.0,-1.0
0.9475982532751092,-1.0,-1.0,-1.0,0.0,-1.0
-0.9913793103448276,-1.0,-1.0,-1.0,0.0,-1.0
1.0,-0.992,-1.0,-1.0,0.0,-1.0
0.991304347826087,-1.0,1.0,-1.0,-0.9,-1.0
0.9310344827586207,-1.0,-1.0,-1.0,0.9,-1.0
1.0,-1.0,-1.0,-1.0,-1.0,-1.0
0.9741379310344828,-1.0,-1.0,-1.0,-1.0,-1.0
0.9913419913419913,-1.0,-1.0,-1.0,-1.0,-1.0
0.9913793103448276,-1.0,-1.0,-1.0,-1.0,-1.0
-0.974025974025974,-1.0,-1.0,-1.0,0.0,-1.0
-1.0,-1.0,1.0,-1.0,-1.0,-1.0
-0.9913419913419913,-1.0,-1.0,-1.0,-1.0,-1.0
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
0.8201754385964912,-1.0,-1.0,-1.0,-0.8181818181818182,-1.0
-0.9396551724137931,-1.0,-1.0,-1.0,-1.0,-1.0
0.991304347826087,-0.984,-0.9523809523809523,-1.0,0.1,-1.0
0.9742489270386266,-1.0,-1.0,-1.0,0.18181818181818182,-1.0
-0.9911894273127754,-1.0,-1.0,-1.0,-1.0,-1.0
0.8427947598253275,-1.0,-1.0,-1.0,0.2727272727272727,-1.0
0.974025974025974,-1.0,0.9574468085106383,-1.0,-1.0,-1.0
-0.9070796460176991,-1.0,-1.0,-1.0,-1.0,-1.0
-0.9912663755458515,-1.0,-1.0,-1.0,0.0,-1.0
-0.9826086956521739,-1.0,-1.0,-1.0,0.0,-1.0
0.956140350877193,-1.0,-1.0,-1.0,-0.8181818181818182,-0.5
-0.9823008849557522,-1.0,-1.0,-1.0,0.0,-1.0
-0.9913419913419913,-1.0,-1.0,-1.0,-0.8181818181818182,-1.0
-0.9912663755458515,-1.0,-1.0,-1.0,-0.9090909090909091,-1.0
0.9653679653679653,-1.0,-1.0,-1.0,-1.0,-1.0
0.982532751091703,-1.0,-1.0,-1.0,1.0,-1.0
0.974025974025974,-1.0,-1.0,-1.0,1.0,-1.0
-0.991304347826087,-1.0,-1.0,-1.0,-1.0,-1.0
1.0,-1.0,-1.0,-1.0,-1.0,-1.0
-0.9826839826839827,-1.0,-1.0,-1.0,-1.0,-1.0
0.9475982532751092,-0.04065040650406504,0.0,-1.0,-1.0,-0.5
0.9912280701754386,0.8211382113821138,1.0,0.52,0.5,1.0
0.9907407407407407,1.0,1.0,1.0,0.875,1.0
-0.9913793103448276,1.0,1.0,1.0,-1.0,1.0
-1.0,1.0,1.0,1.0,-1.0,1.0
-1.0,1.0,1.0,1.0,1.0,1.0
-1.0,1.0,0.8723404255319149,1.0,1.0,1.0
-1.0,1.0,0.8723404255319149,1.0,0.0,1.0
-1.0,1.0,1.0,1.0,1.0,1.0
-1.0,1.0,0.8723404255319149,1.0,1.0,1.0
-1.0,1.0,0.75,1.0,1.0,1.0
-1.0,1.0,1.0,1.0,0.0,1.0
0.974025974025974,0.9923076923076923,0.7446808510638298,0.06666666666666667,-1.0,1.0
-0.9909502262443439,1.0,0.7777777777777778,1.0,1.0,1.0
-0.9911504424778761,1.0,-0.08695652173913043,1.0,1.0,1.0
-0.995575221238938,0.9922480620155039,-0.10638297872340426,1.0,1.0,1.0
-1.0,1.0,0.782608695652174,1.0,0.0,1.0
-0.9913793103448276,1.0,0.782608695652174,1.0,1.0,1.0
-0.9956521739130435,1.0,0.8222222222222222,1.0,1.0,1.0
-0.9956140350877193,1.0,0.782608695652174,1.0,1.0,1.0
-1.0,1.0,0.8478260869565217,1.0,0.09090909090909091,1.0
-0.9869565217391304,1.0,1.0,1.0,1.0,1.0
-0.9913419913419913,1.0,1.0,1.0,1.0,1.0
-1.0,1.0,1.0,1.0,1.0,1.0
-1.0,1.0,1.0,1.0,1.0,1.0
-0.9824561403508771,1.0,1.0,1.0,1.0,1.0
-0.9913793103448276,1.0,1.0,1.0,1.0,1.0
0.9826839826839827,-0.9242424242424242,-0.7446808510638298,1.0,0.0,-1.0
1.0,0.9846153846153847,-0.7872340425531915,1.0,0.0,1.0
-1.0,1.0,0.7777777777777778,1.0,1.0,1.0
-1.0,1.0,0.75,1.0,1.0,1.0
-0.991304347826087,1.0,0.7872340425531915,1.0,1.0,1.0
-1.0,1.0,0.7446808510638298,1.0,1.0,1.0
-1.0,1.0,0.7872340425531915,1.0,1.0,0.5
-1.0,1.0,0.7777777777777778,1.0,1.0,1.0
-1.0,1.0,0.9565217391304348,1.0,0.0,0.5
-1.0,1.0,0.7391304347826086,1.0,0.0,0.5
-1.0,1.0,0.7391304347826086,1.0,0.8181818181818182,1.0
-1.0,1.0,0.7446808510638298,1.0,0.0,1.0
-1.0,1.0,0.7333333333333333,1.0,1.0,1.0
-1.0,1.0,0.7446808510638298,1.0,0.8,1.0
-1.0,1.0,1.0,1.0,0.1,1.0
-1.0,1.0,0.7391304347826086,1.0,1.0,1.0
-1.0,1.0,0.8913043478260869,1.0,1.0,1.0
-1.0,1.0,1.0,1.0,0.0,1.0
-1.0,1.0,0.75,1.0,1.0,1.0
-1.0,1.0,0.7777777777777778,1.0,0.9090909090909091,1.0
-1.0,1.0,1.0,1.0,1.0,1.0
-0.990909090909091,1.0,1.0,1.0,1.0,1.0
0.986784140969163,-0.9849624060150376,-0.7391304347826086,-1.0,-1.0,-1.0
0.9826839826839827,-0.9312977099236641,0.0,-0.9310344827586207,0.0,-1.0
1.0,-0.9534883720930233,-0.9777777777777777,-0.9333333333333333,0.2727272727272727,-1.0
-0.956140350877193,-0.984375,-0.9772727272727273,-1.0,0.0,-1.0
0.9650655021834061,-0.9538461538461539,-1.0,-1.0,0.9090909090909091,0.0
0.9823788546255506,0.952,1.0,0.9285714285714286,0.09090909090909091,1.0
0.9912663755458515,1.0,1.0,0.9310344827586207,0.8181818181818182,1.0
-0.9911894273127754,0.9689922480620154,1.0,0.9259259259259259,0.9090909090909091,1.0
-0.9913419913419913,0.9923076923076923,1.0,1.0,0.0,1.0
-1.0,1.0,1.0,1.0,0.0,1.0
-1.0,1.0,1.0,1.0,0.09090909090909091,1.0
-0.9911504424778761,1.0,1.0,1.0,0.9090909090909091,1.0
-1.0,1.0,1.0,1.0,0.0,1.0
0.9826839826839827,1.0,1.0,0.9666666666666667,-0.1,1.0
0.9461883408071748,1.0,1.0,1.0,0.9090909090909091,1.0
0.9646017699115044,0.9844961240310077,1.0,1.0,0.8181818181818182,1.0
0.9826086956521739,0.9922480620155039,1.0,1.0,0.8181818181818182,1.0
0.9914163090128756,1.0,1.0,1.0,0.0,1.0
-0.9734513274336283,0.9921875,1.0,1.0,-0.6363636363636364,1.0
0.9828326180257511,-0.8863636363636364,-1.0,-0.8666666666666667,0.7,0.0
0.982532751091703,0.9534883720930233,0.9772727272727273,-0.9310344827586207,0.0,1.0
-1.0,0.09774436090225563,1.0,1.0,-1.0,0.5
-0.9913419913419913,0.030303030303030304,1.0,1.0,0.9090909090909091,0.5
-1.0,1.0,1.0,1.0,-1.0,1.0
-1.0,0.9924812030075187,1.0,1.0,0.0,1.0
-1.0,0.03787878787878788,1.0,1.0,0.0,0.5
-1.0,1.0,1.0,1.0,-1.0,1.0
-1.0,0.9923076923076923,0.0,1.0,0.0,1.0
-1.0,1.0,1.0,1.0,-1.0,1.0
-1.0,1.0,1.0,1.0,-1.0,1.0
-0.9956140350877193,0.023076923076923078,-1.0,1.0,1.0,0.5
-1.0,0.9923664122137404,1.0,1.0,-1.0,1.0
-1.0,1.0,1.0,1.0,1.0,1.0
-1.0,1.0,1.0,1.0,1.0,1.0
-1.0,0.9846153846153847,1.0,1.0,-1.0,1.0
-1.0,0.9844961240310077,1.0,1.0,-1.0,1.0
-1.0,0.046875,0.9555555555555556,0.9666666666666667,0.0,0.5
-1.0,0.046875,-1.0,1.0,1.0,0.5
-1.0,0.031007751937984496,1.0,1.0,-1.0,0.0
-1.0,0.015503875968992248,1.0,1.0,1.0,0.0
-1.0,0.9921875,1.0,1.0,1.0,1.0
0.9828326180257511,0.9920634920634921,1.0,1.0,0.8181818181818182,1.0
-1.0,0.03125,-0.9534883720930233,1.0,1.0,0.5
-1.0,0.9844961240310077,-0.9565217391304348,1.0,0.09090909090909091,1.0
-1.0,0.023076923076923078,-1.0,1.0,1.0,0.5
-1.0,0.9694656488549618,-1.0,1.0,1.0,1.0
-1.0,0.9846153846153847,-1.0,1.0,1.0,1.0
-1.0,1.0,0.9565217391304348,1.0,-1.0,1.0
-1.0,0.9769230769230769,-1.0,1.0,1.0,1.0
-1.0,0.9844961240310077,-0.9777777777777777,1.0,1.0,1.0
-1.0,0.9692307692307692,-1.0,1.0,1.0,1.0
-1.0,0.9761904761904762,0.9565217391304348,1.0,0.0,1.0
-1.0,0.023622047244094488,-1.0,1.0,1.0,0.5
0.9734513274336283,0.015625,-0.02127659574468085,1.0,-0.8,0.0
1.0,-0.984251968503937,-1.0,-0.9642857142857143,-1.0,-1.0
0.9567099567099567,-0.984375,-1.0,-1.0,-1.0,-1.0
-0.991304347826087,1.0,1.0,1.0,0.7777777777777778,1.0
1.0,-0.9769230769230769,-1.0,-1.0,-0.8888888888888888,-1.0
1.0,-1.0,-1.0,-0.9259259259259259,-1.0,-1.0
-1.0,0.984375,1.0,0.7241379310344828,0.6666666666666666,1.0
-1.0,0.9844961240310077,0.9583333333333334,0.8275862068965517,0.0,0.5
-1.0,0.9921875,1.0,1.0,-0.4444444444444444,1.0
-1.0,1.0,1.0,1.0,-0.375,1.0
-1.0,0.984251968503937,1.0,1.0,-0.5,1.0
-0.9913793103448276,0.984375,1.0,0.9666666666666667,-0.125,1.0
0.9869565217391304,-0.9844961240310077,-1.0,-0.8620689655172413,-0.7777777777777778,-1.0
-1.0,1.0,1.0,1.0,1.0,1.0
-1.0,0.9847328244274809,0.9782608695652174,0.9333333333333333,0.8,1.0
1.0,-0.9538461538461539,-1.0,-0.8666666666666667,-0.9090909090909091,0.5
-0.9823008849557522,-0.9699248120300752,-1.0,-0.9333333333333333,0.8181818181818182,-1.0
-1.0,0.8484848484848485,1.0,0.26666666666666666,-1.0,1.0
-1.0,0.9923664122137404,-0.9565217391304348,1.0,-1.0,1.0
-1.0,0.038461538461538464,-1.0,1.0,1.0,0.5
-0.9826839826839827,0.9849624060150376,1.0,1.0,1.0,0.0
-0.9822222222222222,-1.0,0.0,-1.0,0.9090909090909091,-1.0
-0.9782608695652174,-0.007518796992481203,0.0,1.0,1.0,0.5
-0.9695652173913043,0.9924242424242424,1.0,1.0,1.0,1.0
-1.0,1.0,1.0,1.0,-0.9,1.0
-1.0,0.023622047244094488,-1.0,1.0,1.0,-0.5
-0.9913419913419913,-0.9770992366412213,-1.0,-0.5333333333333333,1.0,-1.0
-1.0,0.9921875,-1.0,0.9310344827586207,0.7777777777777778,1.0
-1.0,1.0,0.9130434782608695,1.0,-0.09090909090909091,1.0
-1.0,0.9923076923076923,-1.0,1.0,1.0,1.0
-1.0,0.9847328244274809,1.0,0.9333333333333333,1.0,1.0
-1.0,1.0,1.0,0.9642857142857143,-1.0,0.0
-1.0,0.9772727272727273,-1.0,1.0,0.1111111111111111,1.0
-1.0,0.015384615384615385,-1.0,1.0,1.0,-0.5
-1.0,0.007633587786259542,0.9523809523809523,1.0,0.09090909090909091,0.5
-1.0,0.984251968503937,1.0,1.0,0.09090909090909091,0.0
-1.0,0.9541984732824428,1.0,1.0,-0.1,1.0
-1.0,1.0,1.0,1.0,0.0,1.0
-1.0,0.015625,1.0,1.0,0.0,0.0
-1.0,0.9922480620155039,1.0,1.0,0.0,1.0
0.8761061946902655,-0.9844961240310077,-1.0,-0.8571428571428571,-1.0,-1.0
-1.0,0.9384615384615385,1.0,1.0,0.0,1.0
-0.991304347826087,1.0,1.0,1.0,1.0,0.0
-1.0,1.0,1.0,1.0,0.0,1.0
-1.0,1.0,-0.9111111111111111,1.0,-0.8888888888888888,1.0
-1.0,1.0,1.0,1.0,0.2727272727272727,1.0
-1.0,0.984251968503937,1.0,1.0,0.4,1.0
-1.0,1.0,1.0,1.0,0.1111111111111111,1.0
-1.0,0.9844961240310077,0.0,1.0,0.0,1.0
-1.0,1.0,1.0,1.0,0.3,1.0
-1.0,1.0,1.0,1.0,1.0,0.5
-1.0,1.0,1.0,1.0,1.0,1.0
-1.0,1.0,1.0,1.0,0.0,1.0
-1.0,0.9923076923076923,1.0,1.0,-0.1,1.0
-1.0,0.9772727272727273,-1.0,-0.8,0.0,0.0
-0.9911504424778761,0.022556390977443608,-1.0,0.9333333333333333,1.0,-0.5
-1.0,1.0,1.0,1.0,0.0,1.0
-1.0,1.0,1.0,1.0,0.18181818181818182,1.0
-1.0,1.0,1.0,1.0,0.0,1.0
-1.0,1.0,1.0,1.0,0.0,1.0
-1.0,1.0,1.0,1.0,0.0,1.0
-1.0,1.0,1.0,1.0,0.0,1.0
-1.0,1.0,1.0,1.0,0.36363636363636365,1.0
-0.9868421052631579,1.0,0.25,1.0,0.0,0.5
-1.0,1.0,0.15217391304347827,0.9629629629629629,-0.09090909090909091,0.5
-1.0,1.0,1.0,1.0,0.0,1.0
-1.0,-0.9692307692307692,-0.9148936170212766,-0.7931034482758621,0.5454545454545454,0.0
-1.0,1.0,1.0,0.9285714285714286,-0.7777777777777778,1.0
-0.9823008849557522,0.9689922480620154,-1.0,1.0,1.0,1.0
-1.0,1.0,-0.10638297872340426,1.0,0.8888888888888888,1.0
-1.0,1.0,1.0,1.0,0.9090909090909091,1.0
-0.9911504424778761,0.984,0.02127659574468085,1.0,1.0,0.5
-0.991304347826087,1.0,1.0,1.0,-1.0,1.0
-1.0,1.0,1.0,1.0,-1.0,1.0
-1.0,0.984,1.0,1.0,-1.0,1.0
-1.0,-0.859375,-1.0,1.0,0.8181818181818182,0.0
-1.0,1.0,0.8695652173913043,1.0,0.36363636363636365,1.0
-1.0,1.0,1.0,1.0,-0.3,1.0
-1.0,1.0,0.9761904761904762,1.0,-1.0,1.0
-1.0,1.0,1.0,1.0,-1.0,1.0
-1.0,0.9624060150375939,0.0,1.0,0.0,1.0
-1.0,0.0,-0.925,1.0,1.0,0.0
0.991304347826087,0.9770992366412213,0.9761904761904762,0.7666666666666667,-1.0,1.0
-1.0,1.0,1.0,0.75,-0.6,1.0
0.968609865470852,-0.9612403100775194,-0.7333333333333333,-0.9333333333333333,-1.0,0.0
-0.9652173913043478,0.984375,1.0,1.0,1.0,0.5
-0.974025974025974,0.9847328244274809,1.0,1.0,0.875,0.5
0.973568281938326,-0.9924242424242424,-0.9565217391304348,-0.6666666666666666,-1.0,0.5
0.9956140350877193,0.9606299212598425,1.0,1.0,0.25,1.0
1.0,1.0,1.0,0.9642857142857143,0.8571428571428571,1.0
1.0,0.031007751937984496,1.0,0.9655172413793104,0.0,0.0
0.9911111111111112,-0.007633587786259542,-1.0,1.0,-1.0,0.5
1.0,0.007751937984496124,1.0,1.0,0.0,0.5
-0.9642857142857143,0.9847328244274809,0.9782608695652174,0.9655172413793104,0.0,0.5
-1.0,0.9846153846153847,0.9782608695652174,0.9655172413793104,0.125,1.0
-0.9913419913419913,0.9847328244274809,0.9791666666666666,0.9666666666666667,0.0,1.0
-1.0,0.9769230769230769,1.0,0.9655172413793104,0.0,1.0
-1.0,0.03787878787878788,1.0,0.9333333333333333,0.0,1.0
-1.0,0.022727272727272728,1.0,0.9655172413793104,0.0,1.0
0.9517543859649122,-0.9541984732824428,-1.0,0.1,0.0,0.0
1.0,-0.9770992366412213,-0.9583333333333334,0.03333333333333333,0.0,0.0
0.9912663755458515,0.022556390977443608,0.0,-0.8928571428571429,0.0,0.0
-1.0,0.03759398496240601,1.0,-0.9310344827586207,0.0,0.5
0.982532751091703,1.0,1.0,0.9310344827586207,0.0,1.0
1.0,-1.0,-0.9583333333333334,-1.0,-1.0,-0.5
-0.9695652173913043,0.9694656488549618,-0.9583333333333334,1.0,0.0,1.0
0.9912663755458515,-0.9850746268656716,1.0,0.034482758620689655,0.0,1.0
1.0,0.9848484848484849,1.0,1.0,0.7777777777777778,1.0
1.0,1.0,1.0,1.0,0.0,1.0
0.9913793103448276,1.0,1.0,1.0,0.8888888888888888,1.0
0.9826086956521739,1.0,1.0,1.0,0.0,1.0
0.9912280701754386,1.0,1.0,1.0,0.7777777777777778,1.0
0.9912663755458515,1.0,1.0,1.0,0.2222222222222222,1.0
0.9912663755458515,1.0,1.0,1.0,0.0,1.0
1.0,1.0,1.0,1.0,0.0,1.0
1.0,1.0,1.0,1.0,0.0,1.0
1.0,1.0,1.0,1.0,0.0,1.0
1.0,1.0,1.0,1.0,-0.4444444444444444,1.0
-0.973568281938326,1.0,0.75,0.9333333333333333,1.0,1.0
-0.9914163090128756,0.9924812030075187,0.041666666666666664,1.0,1.0,1.0
0.991304347826087,-1.0,-1.0,-1.0,0.0,-1.0
-0.9914163090128756,-1.0,-1.0,-1.0,-1.0,-1.0
-1.0,-0.9692307692307692,-1.0,-1.0,-1.0,-1.0
0.9913793103448276,-1.0,-1.0,-1.0,-1.0,-1.0
-0.9827586206896551,-1.0,-1.0,-1.0,-0.7777777777777778,-1.0
-0.9912663755458515,-1.0,1.0,-1.0,-1.0,-1.0
-0.982532751091703,-1.0,-1.0,-0.9333333333333333,0.0,-1.0
0.9826086956521739,-0.9844961240310077,-1.0,-1.0,-0.8888888888888888,-1.0
0.973568281938326,-1.0,-1.0,-1.0,-0.8888888888888888,-1.0
-0.9827586206896551,-1.0,-1.0,-1.0,-0.2222222222222222,-1.0
-0.9913419913419913,-1.0,-1.0,-1.0,0.0,-1.0
0.8078602620087336,-0.9847328244274809,-1.0,-1.0,-1.0,-1.0
0.8078602620087336,-0.9847328244274809,-1.0,-1.0,-1.0,-1.0
0.834061135371179,-1.0,-1.0,-1.0,0.8888888888888888,-1.0
1.0,-1.0,-1.0,-1.0,-1.0,-1.0
-0.9912663755458515,-1.0,-1.0,-1.0,-1.0,-1.0
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1.0,-1.0,-1.0,-1.0,-1.0,-1.0
0.9823788546255506,-1.0,-1.0,-1.0,-1.0,-1.0
0.9911894273127754,-1.0,-1.0,-1.0,0.0,-1.0
1.0,-1.0,-1.0,-1.0,-0.75,-1.0
1.0,-1.0,-1.0,-1.0,-0.8888888888888888,-1.0
1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1.0,-1.0,-1.0,-1.0,-1.0,-1.0
-0.9911894273127754,-1.0,-1.0,-1.0,-1.0,-1.0
0.8961038961038961,-1.0,-1.0,-1.0,0.75,-1.0
1.0,-1.0,-0.021739130434782608,-1.0,0.0,-1.0
1.0,-1.0,-0.02127659574468085,-1.0,1.0,-1.0
-0.9913793103448276,-1.0,-1.0,-1.0,-1.0,-1.0
0.991304347826087,-1.0,-1.0,-1.0,-0.8888888888888888,-1.0
1.0,-1.0,-0.022222222222222223,-1.0,-0.5555555555555556,-1.0
1.0,-1.0,-1.0,-1.0,-1.0,-0.5
1.0,-0.984251968503937,-1.0,-1.0,0.0,-1.0
-0.9652173913043478,-0.9849624060150376,-1.0,-1.0,-0.875,-1.0
0.9912663755458515,-1.0,-1.0,-1.0,0.0,-1.0
1.0,-1.0,-1.0,-1.0,-1.0,-1.0
-0.991304347826087,-1.0,-1.0,-1.0,-0.8888888888888888,-1.0
-0.9823788546255506,-1.0,-1.0,-1.0,-1.0,-1.0
0.9052631578947369,0.896,0.9130434782608695,-0.9545454545454546,-1.0,0.0
0.9792746113989638,0.984375,0.9787234042553191,-0.9130434782608695,-1.0,0.0
0.9693877551020408,0.9763779527559056,0.9148936170212766,-0.8695652173913043,-1.0,0.0
0.98989898989899,0.9523809523809523,1.0,-0.9565217391304348,-1.0,1.0
-0.9590909090909091,0.9609375,-0.9347826086956522,0.56,1.0,1.0
-0.6046511627906976,-1.0,-1.0,0.4230769230769231,1.0,0.0
0.9675925925925926,1.0,1.0,0.7692307692307693,0.0,1.0
0.5981308411214953,1.0,0.9523809523809523,-0.8076923076923077,-1.0,1.0
-1.0,1.0,1.0,1.0,1.0,1.0
-1.0,0.9924242424242424,1.0,1.0,0.9090909090909091,1.0
-1.0,1.0,1.0,1.0,-0.7272727272727273,1.0
-1.0,1.0,0.9375,0.9655172413793104,0.09090909090909091,1.0
-1.0,1.0,1.0,0.9310344827586207,-0.8181818181818182,1.0
-1.0,1.0,1.0,1.0,0.9090909090909091,1.0
-0.9912663755458515,1.0,1.0,1.0,1.0,1.0
-1.0,1.0,1.0,1.0,0.9090909090909091,1.0
-1.0,1.0,-1.0,1.0,-0.9,1.0
0.9869565217391304,0.9925373134328358,1.0,1.0,-1.0,1.0
-1.0,1.0,1.0,1.0,-0.6363636363636364,1.0
1.0,1.0,1.0,0.034482758620689655,-1.0,1.0
1.0,0.9774436090225563,1.0,1.0,0.9090909090909091,1.0
-1.0,0.09774436090225563,0.0,1.0,-0.09090909090909091,0.5
0.9741379310344828,0.9925373134328358,1.0,1.0,-0.8181818181818182,1.0
1.0,1.0,1.0,1.0,-0.1111111111111111,1.0
1.0,1.0,1.0,0.9666666666666667,1.0,1.0
-0.991304347826087,-1.0,-1.0,0.9333333333333333,1.0,-0.5
-0.982532751091703,-0.9850746268656716,-1.0,1.0,1.0,-0.5
1.0,0.9848484848484849,1.0,1.0,-1.0,1.0
1.0,0.9389312977099237,0.022727272727272728,0.14285714285714285,-1.0,1.0
-0.9912663755458515,0.9699248120300752,1.0,0.9333333333333333,1.0,1.0
