PiS,KO,Lewica,PSL-Kukiz15,Konfederacja,niez.
0.991304347826087,-1.0,0.0,1.0,-0.9090909090909091,-1.0
-1.0,1.0,1.0,1.0,0.9,1.0
-0.9913793103448276,1.0,1.0,1.0,1.0,1.0
-0.9955555555555555,1.0,1.0,1.0,1.0,1.0
-1.0,1.0,1.0,1.0,1.0,0.0
1.0,-0.9552238805970149,0.0,1.0,-1.0,-1.0
1.0,-1.0,-1.0,0.9655172413793104,-1.0,0.0
0.991304347826087,-0.015151515151515152,1.0,1.0,-0.9090909090909091,0.5
1.0,-0.9925373134328358,0.0,1.0,-1.0,-0.5
1.0,-0.007518796992481203,0.0,1.0,-1.0,0.5
1.0,0.9924812030075187,1.0,1.0,-1.0,1.0
1.0,-0.9393939393939394,0.0,1.0,-1.0,-0.5
-0.9913419913419913,0.2578125,1.0,1.0,0.5,0.5
1.0,1.0,1.0,1.0,-1.0,1.0
-0.9826086956521739,1.0,1.0,1.0,1.0,1.0
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
0.9736842105263158,-1.0,-1.0,-1.0,-1.0,-1.0
-0.9913419913419913,-1.0,-1.0,-1.0,-1.0,-1.0
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1.0,-1.0,-1.0,-1.0,-1.0,-0.5
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
-1.0,-1.0,0.0,-1.0,-1.0,-1.0
-1.0,-1.0,-0.02127659574468085,-1.0,-1.0,-1.0
1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1.0,-1.0,-1.0,-1.0,-1.0,-1.0
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1.0,-1.0,-1.0,-1.0,0.7777777777777778,-1.0
-0.9911894273127754,-1.0,-1.0,-1.0,-1.0,-1.0
0.9956709956709957,-1.0,-1.0,-1.0,-1.0,-1.0
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1.0,-1.0,-1.0,-1.0,-1.0,-1.0
0.9956521739130435,-1.0,-1.0,-1.0,-1.0,-1.0
-0.9911111111111112,-1.0,-1.0,-1.0,-1.0,-1.0
-0.9557522123893806,-1.0,-1.0,-1.0,-1.0,-1.0
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
-0.9956331877729258,-1.0,-1.0,-1.0,-1.0,-1.0
0.9826086956521739,-1.0,-1.0,-1.0,-0.9,-1.0
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
0.9912663755458515,-1.0,-1.0,-1.0,1.0,-1.0
-1.0,-1.0,-1.0,-1.0,-0.09090909090909091,-1.0
0.9913419913419913,-1.0,-1.0,-1.0,-0.9090909090909091,1.0
0.991304347826087,0.9083969465648855,0.9583333333333334,-1.0,-0.9090909090909091,-1.0
1.0,-1.0,-1.0,-1.0,0.0,-1.0
1.0,-0.984375,1.0,-1.0,-0.9,0.0
1.0,-1.0,-1.0,-1.0,-0.9,-1.0
0.9913419913419913,-1.0,0.9583333333333334,-1.0,-0.9,0.0
0.9565217391304348,-1.0,-1.0,-1.0,-1.0,-1.0
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
0.9475982532751092,-1.0,-1.0,-1.0,-1.0,-1.0
1.0,-1.0,-1.0,-1.0,0.0,-1.0
-0.9563318777292577,-1.0,-1.0,-1.0,-1.0,-1.0
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
0.6130434782608696,0.9126984126984127,1.0,-1.0,-1.0,0.0
0.6081081081081081,0.9912280701754386,1.0,-0.9642857142857143,-0.2,0.5
-0.9956521739130435,0.9548872180451128,1.0,1.0,0.2727272727272727,1.0
-0.9956709956709957,1.0,1.0,0.9333333333333333,0.0,1.0
-0.9913793103448276,0.9924812030075187,-1.0,0.9655172413793104,0.0,1.0
-0.9914163090128756,-0.9473684210526315,1.0,0.9285714285714286,1.0,0.0
-0.9914163090128756,1.0,1.0,1.0,-0.8181818181818182,1.0
-0.9823788546255506,1.0,1.0,1.0,-0.2727272727272727,1.0
-0.9912663755458515,0.9453125,1.0,0.7586206896551724,-1.0,1.0
-0.9827586206896551,0.9694656488549618,1.0,0.9285714285714286,-1.0,1.0
-0.991304347826087,-0.896,0.0425531914893617,0.0,-1.0,0.0
-0.9913793103448276,0.9849624060150376,1.0,0.9333333333333333,-0.2727272727272727,1.0
-0.9913793103448276,-0.9772727272727273,-1.0,1.0,1.0,-1.0
-0.987012987012987,0.9924242424242424,1.0,-0.5,-1.0,1.0
-0.9913419913419913,0.9473684210526315,1.0,1.0,0.4,1.0
-0.9912280701754386,-0.9545454545454546,-1.0,0.9666666666666667,0.9090909090909091,-1.0
-0.991304347826087,0.9924812030075187,1.0,1.0,-1.0,1.0
-0.9912663755458515,0.9772727272727273,1.0,0.9666666666666667,-1.0,1.0
-0.9913419913419913,-0.9923076923076923,-1.0,0.9666666666666667,1.0,-1.0
-0.9914163090128756,-0.8992248062015504,1.0,1.0,0.09090909090909091,0.0
-0.9913793103448276,-0.7954545454545454,1.0,1.0,-1.0,0.0
-0.9913793103448276,0.9770992366412213,1.0,1.0,-1.0,1.0
-0.991304347826087,-0.9692307692307692,-1.0,0.0,1.0,0.0
-0.991304347826087,-0.9924242424242424,-1.0,-0.10714285714285714,1.0,-1.0
-0.9914163090128756,-0.9924812030075187,-1.0,0.9642857142857143,1.0,-1.0
-0.9913793103448276,-0.9767441860465116,-1.0,0.9642857142857143,1.0,0.0
-0.9913419913419913,-0.9924242424242424,-1.0,0.6666666666666666,1.0,-1.0
-0.9913419913419913,-0.9924242424242424,-1.0,0.9629629629629629,1.0,0.0
-0.9913793103448276,0.9172932330827067,1.0,-0.5,1.0,1.0
-0.9826086956521739,-0.8384615384615385,1.0,-0.25,-1.0,0.0
-0.9912663755458515,0.9774436090225563,1.0,-0.23076923076923078,-1.0,0.0
-0.9912663755458515,-0.8045112781954887,-0.9791666666666666,-0.23076923076923078,-1.0,-1.0
-0.9912663755458515,0.9626865671641791,-1.0,-0.19230769230769232,-1.0,1.0
-0.9912280701754386,0.9774436090225563,1.0,-0.7692307692307693,-1.0,0.5
-0.982532751091703,-0.9402985074626866,-1.0,0.07407407407407407,1.0,-1.0
-0.9911894273127754,-0.6515151515151515,1.0,0.7037037037037037,-0.16666666666666666,0.0
-0.9912663755458515,0.9772727272727273,0.28888888888888886,1.0,-1.0,0.5
-0.9912663755458515,-0.9694656488549618,0.9545454545454546,1.0,0.2727272727272727,0.0
-0.9912663755458515,-0.9846153846153847,1.0,-1.0,-1.0,0.0
0.6026200873362445,0.9323308270676691,1.0,-0.7692307692307693,-1.0,1.0
1.0,-0.944,0.0,-0.4230769230769231,-0.09090909090909091,0.5
1.0,0.8780487804878049,1.0,1.0,0.18181818181818182,1.0
0.8412698412698413,-0.957983193277311,-0.9302325581395349,-0.7692307692307693,-0.8888888888888888,0.0
1.0,0.8383838383838383,0.6976744186046512,0.6923076923076923,-1.0,1.0
1.0,-0.8,1.0,-0.6818181818181818,-1.0,-1.0
1.0,1.0,1.0,1.0,0.875,1.0
1.0,0.992,1.0,1.0,0.8888888888888888,1.0
1.0,0.9919354838709677,1.0,1.0,0.875,1.0
1.0,1.0,1.0,1.0,0.875,1.0
1.0,1.0,1.0,1.0,0.8888888888888888,1.0
1.0,0.968503937007874,1.0,1.0,-0.4444444444444444,1.0
1.0,0.9016393442622951,1.0,1.0,0.2727272727272727,1.0
1.0,0.8943089430894309,1.0,1.0,0.0,1.0
0.9955357142857143,0.9016393442622951,1.0,0.9642857142857143,0.18181818181818182,1.0
0.9956140350877193,0.9083333333333333,1.0,0.9629629629629629,0.09090909090909091,1.0
0.9956140350877193,0.907563025210084,1.0,0.9629629629629629,0.0,1.0
0.9912280701754386,0.7520661157024794,0.6808510638297872,0.5384615384615384,-1.0,1.0
-0.9911504424778761,1.0,1.0,1.0,-0.1111111111111111,1.0
1.0,-0.92,-0.9565217391304348,-0.9310344827586207,-1.0,-1.0
-0.9910313901345291,0.9453125,1.0,0.9629629629629629,-0.1,1.0
1.0,-0.984375,-1.0,-0.9259259259259259,-1.0,-1.0
-0.9863636363636363,-0.9338842975206612,-0.9534883720930233,-0.92,1.0,-1.0
0.9908256880733946,0.975609756097561,1.0,0.8333333333333334,1.0,1.0
-1.0,0.992,-1.0,0.88,0.8,1.0
-0.9734513274336283,1.0,1.0,1.0,0.9,1.0
-0.9820627802690582,0.9921259842519685,-1.0,1.0,-0.8888888888888888,1.0
0.9646017699115044,-0.9838709677419355,1.0,1.0,0.9,-1.0
1.0,1.0,1.0,1.0,0.0,1.0
-1.0,-0.9516129032258065,1.0,1.0,-0.1111111111111111,-1.0
-1.0,-0.983739837398374,1.0,1.0,-1.0,-1.0
-1.0,-0.9754098360655737,1.0,1.0,0.8,-1.0
-1.0,0.8709677419354839,1.0,1.0,1.0,1.0
-1.0,1.0,1.0,1.0,0.0,1.0
-0.9910714285714286,-0.9669421487603306,1.0,1.0,-1.0,-1.0
-0.9911111111111112,0.9669421487603306,-1.0,-0.6296296296296297,0.0,1.0
-1.0,-0.9672131147540983,1.0,1.0,-1.0,-1.0
0.9728506787330317,-0.9834710743801653,1.0,1.0,0.0,-1.0
-1.0,0.968,-1.0,1.0,0.9,1.0
-0.9691629955947136,1.0,1.0,1.0,0.0,1.0
-1.0,0.9838709677419355,-1.0,1.0,0.0,1.0
0.9324324324324325,0.9672131147540983,1.0,1.0,1.0,1.0
-0.9819819819819819,0.976,-1.0,1.0,-1.0,1.0
-1.0,0.0,1.0,0.9259259259259259,1.0,0.0
-1.0,0.967479674796748,-1.0,1.0,-1.0,1.0
-0.9910714285714286,1.0,1.0,1.0,-1.0,1.0
0.9777777777777777,1.0,1.0,1.0,-1.0,1.0
-0.9728506787330317,1.0,1.0,1.0,-1.0,1.0
0.9727272727272728,1.0,1.0,1.0,1.0,1.0
0.9955555555555555,1.0,1.0,0.68,-0.4,1.0
0.9955357142857143,0.9915966386554622,1.0,1.0,0.0,1.0
1.0,1.0,1.0,1.0,0.9,1.0
1.0,1.0,1.0,1.0,0.8888888888888888,1.0
0.9821428571428571,-0.9516129032258065,0.0,-0.7857142857142857,-0.7777777777777778,-1.0
0.9953051643192489,-0.95,-1.0,-0.9230769230769231,0.6666666666666666,-1.0
-0.9444444444444444,-0.983739837398374,-1.0,-1.0,-0.9,-1.0
0.9009009009009009,-1.0,-1.0,-0.9285714285714286,0.0,-1.0
-0.9818181818181818,-1.0,-1.0,-0.9259259259259259,0.0,-1.0
0.9909502262443439,-1.0,0.9111111111111111,-0.9285714285714286,-1.0,-1.0
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
0.972972972972973,-1.0,-1.0,-1.0,0.0,-1.0
-0.9638009049773756,-1.0,-0.9545454545454546,-1.0,-1.0,-1.0
-0.9909502262443439,-1.0,-1.0,-1.0,-1.0,-1.0
-0.990990990990991,-1.0,-1.0,-1.0,-1.0,-1.0
-0.995475113122172,-1.0,-1.0,-0.9230769230769231,0.0,-1.0
-1.0,-1.0,-1.0,-0.9166666666666666,-1.0,-1.0
-0.9909502262443439,-1.0,-1.0,-1.0,0.0,-1.0
-1.0,-0.9838709677419355,-1.0,-1.0,-1.0,-1.0
1.0,-1.0,0.8636363636363636,-1.0,-1.0,-1.0
-0.9909502262443439,-1.0,-0.9545454545454546,-1.0,-1.0,-1.0
0.9818181818181818,-1.0,1.0,-1.0,-1.0,-1.0
0.9820627802690582,-1.0,-1.0,-1.0,0.0,-1.0
-0.9910313901345291,-1.0,-1.0,-1.0,-1.0,-1.0
-0.990909090909091,-1.0,-1.0,-1.0,-0.7777777777777778,-1.0
-0.9864864864864865,-1.0,-1.0,-1.0,-0.875,-1.0
0.9865470852017937,-1.0,-1.0,-1.0,0.2,-1.0
-1.0,-0.9830508474576272,-1.0,-1.0,-1.0,-1.0
0.9551569506726457,-1.0,-1.0,-1.0,-1.0,-1.0
-0.9821428571428571,-0.992,-1.0,-1.0,-1.0,-1.0
-1.0,-0.9834710743801653,-1.0,-1.0,-1.0,-1.0
1.0,-1.0,-1.0,-1.0,-1.0,-1.0
0.990990990990991,-1.0,-1.0,-1.0,-0.875,-1.0
0.9818181818181818,-1.0,-1.0,-1.0,0.0,-1.0
1.0,-0.9916666666666667,-1.0,-1.0,-1.0,-1.0
-0.9812206572769953,-0.9916666666666667,-1.0,-1.0,-0.1,-1.0
0.9461883408071748,-1.0,-1.0,-1.0,-0.8888888888888888,-1.0
0.9818181818181818,-1.0,-1.0,-1.0,0.0,-1.0
0.9642857142857143,-1.0,-1.0,-1.0,-1.0,-1.0
-0.9909502262443439,-1.0,-1.0,-1.0,1.0,-1.0
-0.9909502262443439,-1.0,-1.0,-1.0,-1.0,-1.0
0.990990990990991,-1.0,-1.0,-1.0,-1.0,-1.0
-0.9819819819819819,-1.0,-1.0,-1.0,-1.0,-1.0
-0.9909502262443439,-1.0,-1.0,-1.0,-1.0,-1.0
-0.9771689497716894,-1.0,-1.0,-1.0,-1.0,-1.0
-1.0,-1.0,0.8181818181818182,-1.0,-1.0,-1.0
0.9954545454545455,0.75,1.0,0.8461538461538461,1.0,-1.0
1.0,-0.9618320610687023,-1.0,0.0,1.0,0.0
-1.0,0.7704918032786885,1.0,-0.5862068965517241,-1.0,0.0
-0.9827586206896551,1.0,1.0,0.9333333333333333,0.9,1.0
-1.0,1.0,1.0,1.0,1.0,1.0
-1.0,0.9847328244274809,0.9782608695652174,0.8,1.0,1.0
-1.0,0.9694656488549618,0.045454545454545456,0.9333333333333333,1.0,1.0
0.9914163090128756,0.967741935483871,1.0,1.0,1.0,1.0
-0.9913793103448276,0.9847328244274809,1.0,1.0,0.8,1.0
1.0,-0.9692307692307692,-1.0,-1.0,-0.8,0
-0.9956331877729258,-0.937984496124031,1.0,-1.0,-1.0,-1.0
-0.9913793103448276,0.984375,1.0,0.9333333333333333,-1.0,1.0
-1.0,1.0,-0.9574468085106383,1.0,0.8,1.0
1.0,-0.9763779527559056,0.9574468085106383,-1.0,-0.9,0.0
-1.0,1.0,1.0,1.0,0.9,1.0
-1.0,1.0,1.0,1.0,-1.0,1.0
-1.0,1.0,1.0,1.0,0.9,1.0
-1.0,1.0,1.0,1.0,1.0,1.0
-1.0,1.0,1.0,1.0,0.7,-1.0
0.9739130434782609,1.0,1.0,1.0,1.0,1.0
-1.0,1.0,1.0,1.0,-0.7777777777777778,1.0
1.0,1.0,1.0,1.0,0.8,1.0
0.9868995633187773,1.0,1.0,1.0,1.0,1.0
-0.9955947136563876,1.0,-0.9574468085106383,1.0,1.0,1.0
-0.9956331877729258,1.0,1.0,1.0,1.0,1.0
-0.9866071428571429,1.0,-1.0,1.0,1.0,0.0
-0.9866666666666667,1.0,1.0,1.0,1.0,1.0
-0.9955156950672646,1.0,-0.9148936170212766,1.0,1.0,1.0
-0.9955555555555555,1.0,1.0,1.0,1.0,1.0
-0.995575221238938,1.0,1.0,1.0,1.0,1.0
-0.9955357142857143,1.0,1.0,1.0,0.9,1.0
-0.9955555555555555,1.0,1.0,1.0,1.0,1.0
-0.9956140350877193,1.0,-1.0,1.0,1.0,1.0
-0.9956140350877193,1.0,1.0,1.0,1.0,1.0
-1.0,1.0,1.0,1.0,1.0,1.0
-0.9912663755458515,1.0,-1.0,1.0,1.0,1.0
-0.9911504424778761,1.0,-1.0,1.0,1.0,1.0
-1.0,1.0,-1.0,1.0,1.0,1.0
-1.0,1.0,1.0,1.0,1.0,1.0
-1.0,1.0,1.0,1.0,1.0,1.0
0.9567099567099567,1.0,0.9565217391304348,1.0,0.2,1.0
-0.9912663755458515,1.0,1.0,1.0,1.0,1.0
0.9913419913419913,-0.890625,-1.0,1.0,-0.3333333333333333,-1.0
-0.9826086956521739,1.0,1.0,1.0,1.0,1.0
-0.9911504424778761,1.0,-0.9574468085106383,1.0,1.0,1.0
0.9652173913043478,0.9920634920634921,1.0,1.0,-0.1,1.0
1.0,0.046875,1.0,1.0,1.0,1.0
-0.9913793103448276,1.0,1.0,1.0,1.0,1.0
-0.9780701754385965,1.0,1.0,1.0,0.0,1.0
0.9655172413793104,-0.8449612403100775,-0.723404255319149,1.0,-1.0,1.0
1.0,0.984251968503937,1.0,-0.7241379310344828,-1.0,1.0
1.0,0.96875,1.0,-0.7857142857142857,0.0,1.0
0.9739130434782609,0.984375,1.0,-0.9310344827586207,0.1,1.0
0.974025974025974,-0.9069767441860465,-0.9565217391304348,-0.8666666666666667,0.0,1.0
-0.9913793103448276,0.007692307692307693,1.0,0.7241379310344828,-0.625,1.0
1.0,0.007633587786259542,-1.0,-1.0,-0.25,1.0
-0.9827586206896551,0.9847328244274809,-1.0,1.0,0.7,1.0
-1.0,0.9923076923076923,-1.0,1.0,0.9,1.0
0.9692982456140351,1.0,1.0,-0.8666666666666667,0.2222222222222222,1.0
1.0,-0.9230769230769231,-1.0,-0.8666666666666667,-0.1,1.0
0.9870689655172413,0.8828125,-1.0,-0.8666666666666667,0.9,0
-0.9870689655172413,1.0,1.0,1.0,1.0,1.0
-1.0,0.9609375,0.9772727272727273,0.6666666666666666,-0.1,-1.0
-1.0,1.0,1.0,1.0,0.7777777777777778,1.0
-0.9913419913419913,0.9925373134328358,0.7021276595744681,1.0,0.0,1.0
0.9739130434782609,1.0,1.0,-0.8,1.0,1.0
0.9653679653679653,-0.9083969465648855,-1.0,-0.9310344827586207,0.0,1.0
-0.9913793103448276,0.9769230769230769,0.6521739130434783,0.9310344827586207,0.6,1.0
0.9913793103448276,-0.9236641221374046,-1.0,-0.9285714285714286,0.0,1.0
0.991304347826087,0.9774436090225563,-1.0,-1.0,0.0,1.0
0.9913419913419913,-1.0,-1.0,-1.0,-1.0,-1.0
1.0,0.9831932773109243,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,0.75,1.0
1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,-1.0,1.0
-1.0,0.967741935483871,0.0,0.03571428571428571,0.8888888888888888,1.0
0.9912663755458515,-0.9541984732824428,-1.0,-0.9642857142857143,0.0,1.0
0.9913793103448276,-0.9765625,-0.9555555555555556,-1.0,-0.9,0.0
1.0,-0.84,-1.0,-1.0,-0.7777777777777778,0.0
1.0,-0.984251968503937,-1.0,-1.0,-0.9,-1.0
0.9914163090128756,-0.8582677165354331,-1.0,-0.9655172413793104,-0.5,-1.0
1.0,0.7952755905511811,1.0,1.0,0.8,1.0
0.9782608695652174,-0.9612403100775194,-1.0,-1.0,-0.9090909090909091,1.0
0.9828326180257511,-1.0,-1.0,-1.0,-1.0,-1.0
-0.9739130434782609,-1.0,-1.0,-1.0,-1.0,-1.0
-0.9827586206896551,-1.0,-1.0,-1.0,-1.0,1.0
-0.9827586206896551,-1.0,0.9148936170212766,-1.0,-1.0,-1.0
-1.0,-1.0,-1.0,-1.0,-0.9090909090909091,-1.0
0.9742489270386266,-1.0,-1.0,-1.0,-0.8181818181818182,-1.0
1.0,-0.9538461538461539,-1.0,-1.0,0.5,-1.0
1.0,-1.0,-1.0,-1.0,0.0,-1.0
-0.9826086956521739,-1.0,-1.0,-1.0,-0.09090909090909091,-1.0
-1.0,-1.0,-1.0,-1.0,0.09090909090909091,-1.0
-0.9912280701754386,-1.0,-1.0,-1.0,-0.09090909090909091,-1.0
1.0,-1.0,-1.0,-1.0,-0.09090909090909091,-1.0
1.0,-1.0,-1.0,-1.0,-0.09090909090909091,-1.0
1.0,-1.0,-1.0,-1.0,-0.09090909090909091,-1.0
0.9913419913419913,-0.9923664122137404,1.0,-1.0,-0.6363636363636364,-1.0
0.9914163090128756,-1.0,-1.0,-1.0,-0.5555555555555556,-1.0
-0.9695652173913043,-1.0,-1.0,-1.0,-0.7,-1.0
-1.0,-1.0,-1.0,-1.0,-1.0,0
0.991304347826087,-1.0,-1.0,-1.0,0.09090909090909091,0
0.9913793103448276,-1.0,-0.9791666666666666,-1.0,0.9,0
0.9913793103448276,-1.0,-1.0,-1.0,-0.8,0
-0.9914163090128756,-1.0,-1.0,-1.0,-1.0,0
-0.9914163090128756,-1.0,-1.0,-1.0,-1.0,0
-0.9870689655172413,0.9923076923076923,1.0,-0.10344827586206896,-1.0,0
0.9688888888888889,-1.0,-1.0,-0.9310344827586207,0.8181818181818182,0
-0.9956521739130435,-0.9848484848484849,-1.0,0.9285714285714286,0.09090909090909091,0
0.9613733905579399,-0.9844961240310077,-1.0,-1.0,0.7272727272727273,0
-0.9396551724137931,0.9847328244274809,1.0,-0.06896551724137931,0.0,0
-0.9741379310344828,-0.9844961240310077,-1.0,0.9310344827586207,0.09090909090909091,0
0.9871244635193133,-1.0,-1.0,-0.9655172413793104,-1.0,0
-0.9912663755458515,0.9612403100775194,-0.9591836734693877,-0.034482758620689655,0.09090909090909091,0
-0.45739910313901344,-0.9689922480620154,-1.0,1.0,1.0,0
-0.9956709956709957,1.0,1.0,-0.06896551724137931,-1.0,0
0.922077922077922,-0.9846153846153847,-1.0,-0.9310344827586207,-0.2222222222222222,0
-0.9956709956709957,0.937984496124031,1.0,-0.07142857142857142,-1.0,0
-0.9826839826839827,-1.0,-1.0,0.9310344827586207,-0.7777777777777778,0
0.9956709956709957,-1.0,-1.0,-1.0,-0.8181818181818182,0
-0.9213973799126638,0.952755905511811,1.0,-0.03571428571428571,-0.8181818181818182,0
-0.991304347826087,-1.0,-1.0,0.9285714285714286,-0.8,0
0.9691629955947136,-1.0,-1.0,-1.0,-1.0,0
-0.9821428571428571,0.9923076923076923,-1.0,-0.034482758620689655,-0.6,0
-0.38461538461538464,-0.9534883720930233,-1.0,1.0,1.0,0
-0.9956709956709957,0.9923076923076923,0.9574468085106383,-0.06896551724137931,-1.0,0
-0.9826839826839827,-1.0,-1.0,0.9285714285714286,-0.7777777777777778,0
0.9870689655172413,-1.0,-1.0,-0.9642857142857143,-0.8,0
-0.9911504424778761,0.9922480620155039,1.0,0.07142857142857142,-1.0,0
-0.9911111111111112,-1.0,-1.0,0.9285714285714286,-0.6363636363636364,0
-0.9162995594713657,1.0,1.0,-0.03571428571428571,-0.8,0
-0.9868421052631579,-1.0,-1.0,0.9310344827586207,-0.6363636363636364,0
0.960352422907489,-1.0,-1.0,-1.0,-1.0,0
-0.995475113122172,0.9767441860465116,-0.9583333333333334,-0.03571428571428571,-0.6,0
